order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount,payment_method
ORD-0000041,2025-09-24,CUST-00040,P0004,112,3,4363.78,0.15,Credit Card
ORD-0000042,2026-06-14,CUST-02387,P0118,111,4,3952.05,0.0,UPI
ORD-0000043,2025-10-04,CUST-00231,P0036,104,4,4640.15,0.05,UPI
ORD-0000044,2025-08-31,CUST-00016,P0111,111,1,344.99,0.0,Debit Card
ORD-0000045,2026-01-20,CUST-02562,P0136,104,1,1066.77,0.5,Cash
ORD-0000046,2026-06-12,CUST-02893,P0048,108,1,3413.18,0.5,UPI
ORD-0000047,2026-04-05,CUST-01813,P0048,109,1,961.67,0.05,Credit Card
ORD-0000048,2026-06-22,CUST-02221,P0148,104,2,3544.05,0.0,Credit Card
ORD-0000049,2026-07-13,CUST-01317,P0059,103,1,4196.6,0.05,Net Banking
ORD-0000050,2026-05-12,CUST-02076,P0074,104,1,4139.9,0.2,Cash
ORD-0000051,2026-03-17,CUST-00029,P0065,105,3,416.8,0.0,Debit Card
ORD-0000052,2025-09-20,CUST-01818,P0016,110,3,2207.46,0.2,Net Banking
ORD-0000053,2025-12-11,,P0023,106,2,4590.03,0.1,Cash
ORD-0000054,2026-06-03,CUST-02778,P0017,110,1,4214.65,0.1,Net Banking
ORD-0000055,2025-12-29,CUST-01518,P0128,105,3,1636.03,0.5,Credit Card
ORD-0000056,2026-01-28,CUST-00935,P0044,101,2,2107.69,0.5,Debit Card
ORD-0000057,2026-02-17,CUST-01652,P0119,108,1,796.21,0.2,Net Banking
ORD-0000058,2026-01-03,CUST-00101,P0036,106,1,4364.23,0.0,Debit Card
ORD-0000059,2025-09-22,CUST-00058,P0112,111,4,840.09,0.5,Credit Card
ORD-0000060,2026-01-10,CUST-00389,P0005,107,1,1427.36,0.05,Net Banking
ORD-0000061,2026-01-04,CUST-01607,P0041,105,3,4283.69,0.05,Credit Card
ORD-0000062,2025-09-24,CUST-01993,P0128,107,1,4272.83,0.1,UPI
ORD-0000063,2026-07-14,CUST-01448,P0028,102,5,3559.52,0.15,Credit Card
ORD-0000064,2026-07-22,CUST-00964,P0133,108,3,2140.09,0.0,Debit Card
ORD-0000065,2026-07-30,CUST-02587,P0041,106,2,3451.88,0.1,UPI
ORD-0000066,2026-06-26,CUST-02454,P0034,109,1,3651.31,0.2,Credit Card
ORD-0000067,2026-02-02,CUST-01514,P0145,108,1,2290.68,0.1,Credit Card
ORD-0000068,2025-12-01,CUST-01337,P0060,106,2,4519.02,0.1,Debit Card
ORD-0000069,2026-01-27,CUST-02274,P0088,110,3,3521.81,0.5,Debit Card
ORD-0000070,2026-01-24,CUST-02592,P0147,104,2,3086.0,0.2,Credit Card
ORD-0000071,2025-11-25,CUST-02002,P0145,108,4,1635.95,0.5,Net Banking
ORD-0000072,2026-04-26,CUST-00608,P0083,102,2,2367.18,0.5,Debit Card
ORD-0000073,2025-09-03,CUST-00275,P0116,107,3,3977.28,0.05,Credit Card
ORD-0000074,2026-06-07,CUST-01491,P0016,108,1,3202.04,0.05,Cash
ORD-0000075,2026-06-27,CUST-01977,P0144,103,3,4787.67,0.1,Debit Card
ORD-0000076,2026-05-11,CUST-02478,P0138,104,3,3264.62,0.5,Cash
ORD-0000077,2025-09-29,CUST-02479,P0031,105,2,3703.92,0.05,Cash
ORD-0000078,2026-07-27,CUST-01157,P0064,107,1,4111.07,0.0,Debit Card
ORD-0000079,2026-06-11,CUST-00837,P0037,105,1,3293.01,0.2,UPI
ORD-0000080,2025-09-29,CUST-01510,P0120,103,1,1971.9,0.0,Net Banking
ORD-0000081,2026-02-19,CUST-01287,P0028,105,1,1069.13,0.15,Debit Card
ORD-0000082,2026-02-24,CUST-00668,P0033,106,5,707.18,0.5,Cash
ORD-0000083,2025-09-26,CUST-01955,P0095,103,1,3630.46,0.15,Net Banking
ORD-0000084,2025-10-15,CUST-02648,P0083,107,1,3104.1,0.2,Debit Card
ORD-0000085,2026-06-14,CUST-01328,P0145,110,1,2607.37,0.2,Credit Card
ORD-0000086,2026-01-27,CUST-02035,P0017,102,1,601.04,0.0,Credit Card
ORD-0000087,2026-02-02,CUST-00377,P0093,106,1,2121.94,0.2,Net Banking
ORD-0000088,2026-03-03,CUST-01641,P0140,101,2,3244.91,0.1,Credit Card
ORD-0000089,2025-08-21,CUST-02246,P0023,104,1,664.72,0.5,Debit Card
ORD-0000090,2025-08-19,CUST-00932,P0062,101,2,2832.65,0.0,Credit Card
ORD-0000091,2026-08-01,CUST-01961,P0011,101,1,1240.06,0.0,Credit Card
ORD-0000092,2025-11-12,CUST-02051,P0082,106,1,3208.22,0.1,Cash
ORD-0000093,2026-05-18,CUST-01187,P0127,101,2,3515.91,0.15,UPI
ORD-0000094,2025-12-20,CUST-00820,P0010,104,1,2508.18,0.1,UPI
ORD-0000095,2025-10-23,CUST-02383,P0095,109,4,904.48,0.05,Cash
ORD-0000096,2025-11-14,CUST-00031,P0073,105,2,2603.31,0.0,Credit Card
ORD-0000097,2025-10-28,CUST-02489,P0066,106,1,4499.85,0.1,Debit Card
ORD-0000098,2025-10-30,CUST-01850,P0008,108,2,3291.9,0.15,Net Banking
ORD-0000099,2025-10-06,CUST-00839,P0048,102,1,4042.72,0.2,Credit Card
ORD-0000100,2025-11-09,CUST-00820,P0146,112,2,4181.36,0.2,Cash
ORD-0000101,2026-04-03,CUST-01243,P0093,108,1,3167.98,0.15,Debit Card
ORD-0000102,2026-05-22,CUST-00889,P0131,101,1,1160.48,0.05,Debit Card
ORD-0000103,2026-08-01,CUST-00846,P0128,112,1,1704.06,0.5,Cash
ORD-0000104,2026-03-30,CUST-00677,P0126,108,2,1498.18,0.5,Credit Card
ORD-0000105,2025-12-14,CUST-00319,P0028,101,3,3134.46,0.5,Debit Card
ORD-0000106,2025-09-16,CUST-00001,P0078,108,1,2883.74,0.0,UPI
ORD-0000107,2026-04-26,CUST-01508,P0056,111,1,2173.51,0.5,UPI
ORD-0000108,2026-01-12,CUST-01147,P0107,111,1,3875.17,0.5,Debit Card
ORD-0000109,2026-01-22,CUST-00581,P0068,108,4,4448.07,0.2,Credit Card
ORD-0000110,2025-09-30,CUST-00493,P0008,108,1,651.68,0.2,Net Banking
ORD-0000111,2026-07-15,CUST-02375,P0143,105,1,3544.1,0.1,Credit Card
ORD-0000112,2026-06-04,CUST-00883,P0017,107,2,246.5,0.1,Net Banking
ORD-0000113,2025-11-13,CUST-01690,P0045,101,2,315.77,0.0,Debit Card
ORD-0000114,2026-07-23,CUST-02908,P0073,112,1,4029.51,0.0,Debit Card
ORD-0000115,2025-11-18,CUST-00771,P0061,112,1,109.55,0.15,Cash
ORD-0000116,2026-02-16,CUST-01784,P0144,112,1,1234.45,0.5,UPI
ORD-0000117,2026-01-25,CUST-01174,P0094,102,2,2335.66,0.1,Credit Card
ORD-0000118,2026-01-31,CUST-01529,P0096,112,2,813.91,0.2,Debit Card
ORD-0000119,2025-11-12,CUST-01668,P0045,110,1,2390.67,0.1,Debit Card
ORD-0000120,2026-08-15,CUST-00605,P0127,111,2,1865.61,0.1,Cash
ORD-0000121,2026-08-03,CUST-01038,P0036,106,4,3262.77,0.1,Cash
ORD-0000122,2025-12-20,CUST-02787,P0043,101,1,4599.66,0.5,Credit Card
ORD-0000123,2025-10-18,CUST-02453,P0088,109,2,3749.49,0.5,Cash
ORD-0000124,2026-08-14,CUST-00572,P0053,112,1,4134.87,0.5,Cash
ORD-0000125,2026-08-02,CUST-02229,P0011,109,1,119.8,0.5,Credit Card
ORD-0000126,2025-10-28,CUST-01242,P0059,111,2,1741.01,0.0,Debit Card
ORD-0000127,2026-06-18,CUST-02247,P0102,109,2,2024.72,0.15,Net Banking
ORD-0000128,08/03/2026,CUST-02818,P0028,104,2,2322.91,0.5,Credit Card
ORD-0000129,2025-10-25,CUST-02934,P0001,109,3,2526.49,0.5,Debit Card
ORD-0000130,2026-07-01,CUST-00991,P0104,105,3,2755.64,0.0,Credit Card
ORD-0000131,2025-12-16,CUST-00097,P0005,101,1,1114.73,0.2,UPI
ORD-0000132,2026-07-03,CUST-00275,P0065,108,5,2167.4,0.1,Net Banking
ORD-0000133,2026-07-24,CUST-00044,P0077,106,1,1121.4,0.1,Cash
ORD-0000134,2026-03-14,CUST-01960,P0011,111,1,254.44,0.05,UPI
ORD-0000135,2025-12-12,CUST-01048,P0122,107,3,3871.96,0.1,Cash
ORD-0000136,2026-05-16,CUST-02541,P0090,111,1,233.91,0.0,Net Banking
ORD-0000137,2026-03-28,CUST-00356,P0122,105,2,506.53,0.2,UPI
ORD-0000138,2026-03-22,CUST-01863,P0098,112,1,3057.68,0.1,Debit Card
ORD-0000139,2026-01-05,CUST-01269,P0142,112,3,1161.12,0.1,UPI
ORD-0000140,2026-04-01,CUST-02801,P0033,110,3,3926.09,0.5,Net Banking
ORD-0000141,2026-04-22,CUST-00284,P0129,103,1,3515.94,0.1,Cash
ORD-0000142,2026-08-15,CUST-02678,P0013,105,2,3521.26,0.1,Net Banking
ORD-0000143,2025-12-29,CUST-01202,P0042,101,1,1723.94,0.0,Credit Card
ORD-0000144,2026-07-18,CUST-00315,P0051,108,1,127.89,0.2,Credit Card
ORD-0000145,2025-12-18,CUST-01544,P0012,105,1,1766.35,0.2,Net Banking
ORD-0000146,2026-06-06,CUST-00937,P0114,112,5,668.84,0.0,Credit Card
ORD-0000147,2025-11-05,CUST-00747,P0145,101,1,1896.71,0.2,UPI
ORD-0000148,2025-10-19,CUST-02902,P0135,112,1,2763.07,0.1,UPI
ORD-0000149,2025-09-25,CUST-01143,P0112,109,2,428.0,0.0,Debit Card
ORD-0000150,2026-02-11,CUST-01945,P0103,109,4,4542.42,0.5,UPI
ORD-0000151,2025-12-16,CUST-00099,P0042,102,2,3356.74,0.1,Cash
ORD-0000152,2026-04-16,CUST-01530,P0143,105,1,4857.24,0.15,Cash
ORD-0000153,2025-11-12,CUST-01693,P0030,109,1,1091.99,0.05,Net Banking
ORD-0000154,2026-04-29,CUST-00046,P0096,101,2,159.61,0.15,Debit Card
ORD-0000155,2026-04-10,CUST-02399,P0136,101,1,4076.16,0.05,Credit Card
ORD-0000156,2025-10-18,CUST-01968,P0055,104,2,2443.55,0.05,Credit Card
ORD-0000157,2026-05-27,CUST-01589,P0142,111,2,4307.59,0.0,Credit Card
ORD-0000158,2026-06-25,CUST-02089,P0038,102,1,4950.35,0.0,Credit Card
ORD-0000159,2026-05-13,CUST-01012,P0106,111,1,1204.18,0.05,UPI
ORD-0000160,2025-11-03,CUST-01769,P0011,106,3,235.56,0.2,Debit Card
ORD-0000161,2026-07-09,CUST-01601,P0116,110,3,1201.13,0.5,Net Banking
ORD-0000162,2025-09-11,CUST-02519,P0131,107,2,3801.61,0.0,Cash
ORD-0000163,2025-09-26,CUST-02136,P0074,108,3,2220.43,0.0,UPI
ORD-0000164,2026-08-16,CUST-02301,P0022,112,4,813.26,0.15,Debit Card
ORD-0000165,2026-01-29,CUST-01137,P0101,105,1,4053.38,0.5,Debit Card
ORD-0000166,2026-04-03,CUST-02193,P0084,105,3,2402.57,0.1,Cash
ORD-0000167,2025-10-28,CUST-02848,P0144,111,2,3338.94,0.15,Net Banking
ORD-0000168,2026-06-30,CUST-01381,P0024,112,1,1777.81,0.15,UPI
ORD-0000169,2026-01-24,CUST-01031,P0069,105,4,3012.73,0.05,Debit Card
ORD-0000170,2026-04-24,CUST-00981,P0145,104,1,1601.1,0.2,Cash
ORD-0000171,2026-05-18,CUST-02770,P0106,105,1,2176.86,0.15,Cash
ORD-0000172,2026-04-14,CUST-00571,P0076,104,2,1871.29,0.15,Debit Card
ORD-0000173,2026-07-14,CUST-00838,P0119,110,2,674.33,0.2,Debit Card
ORD-0000174,2025-09-04,CUST-02616,P0064,104,2,3203.88,0.1,Net Banking
ORD-0000175,2025-08-25,CUST-01536,P0063,107,1,1426.63,0.15,Cash
ORD-0000176,2025-09-24,CUST-01399,P0038,105,2,1337.42,0.5,Cash
ORD-0000177,2025-08-23,CUST-01611,P0001,102,1,4677.2,0.5,Net Banking
ORD-0000178,2025-08-29,CUST-02256,P0150,105,2,2160.42,0.05,Net Banking
ORD-0000179,2026-03-24,CUST-02573,P0126,110,1,2242.14,0.05,Credit Card
ORD-0000180,2026-02-05,CUST-00742,P0032,106,3,4971.53,0.0,UPI
ORD-0000181,2026-03-14,CUST-01137,P0028,109,2,724.37,0.0,Net Banking
ORD-0000182,2026-05-06,CUST-00840,P0011,111,2,148.29,0.1,Cash
ORD-0000183,2026-01-14,CUST-02948,P0071,105,1,1229.39,0.15,Cash
ORD-0000184,2026-01-05,CUST-01093,P0142,106,3,843.34,0.15,Debit Card
ORD-0000185,2025-09-21,CUST-00901,P0044,107,1,3119.85,0.5,UPI
ORD-0000186,2026-02-05,CUST-02340,P0070,108,1,1306.35,0.1,Credit Card
ORD-0000187,2025-09-04,CUST-01883,P0043,103,4,1469.41,0.0,Debit Card
ORD-0000188,2026-01-31,CUST-01783,P0149,110,3,2286.21,0.05,UPI
ORD-0000189,2025-09-22,CUST-01674,P0114,108,1,4451.78,0.5,Net Banking
ORD-0000190,2025-09-02,CUST-00095,P0139,105,1,3399.22,0.1,Cash
ORD-0000191,2026-07-09,CUST-01403,P0083,101,1,3116.63,0.5,Cash
ORD-0000192,2026-03-28,CUST-00842,P0096,103,2,3044.67,0.2,Net Banking
ORD-0000193,2026-06-09,CUST-00690,P0104,104,1,1831.0,0.05,Debit Card
ORD-0000194,2026-07-09,CUST-00946,P0098,110,4,4807.21,0.2,Cash
ORD-0000195,2025-09-25,CUST-01000,P0017,108,2,207.21,0.15,Debit Card
ORD-0000196,2025-12-05,CUST-01561,P0006,108,1,2282.11,0.1,Net Banking
ORD-0000197,2026-03-16,,P0090,104,1,4566.83,0.05,Credit Card
ORD-0000198,2026-07-29,CUST-00691,P0057,110,2,3035.62,0.2,UPI
ORD-0000199,2025-09-22,CUST-01563,P0094,101,3,540.87,0.5,UPI
ORD-0000200,2026-04-04,,P0142,101,1,2673.74,0.05,Credit Card
ORD-0000201,2025-10-02,CUST-01201,P0037,107,1,4588.22,0.05,Debit Card
ORD-0000202,2026-05-16,CUST-00683,P0134,102,1,552.13,0.0,Credit Card
ORD-0000203,2026-05-18,CUST-01181,P0141,108,5,4485.12,0.05,Credit Card
ORD-0000204,2025-11-03,CUST-02469,P0020,102,3,1418.32,0.2,Cash
ORD-0000205,2026-01-28,CUST-00509,P0119,109,3,3643.72,0.0,Credit Card
ORD-0000206,2026-02-14,CUST-01007,P0003,106,3,3855.11,0.15,UPI
ORD-0000207,2026-06-26,CUST-02052,P0130,101,1,918.31,0.1,Credit Card
ORD-0000208,2026-08-18,CUST-00991,P0095,110,3,2365.79,0.1,UPI
ORD-0000209,2026-02-17,CUST-02923,P0064,103,2,3797.12,0.0,Net Banking
ORD-0000210,2026-02-19,CUST-00557,P0001,105,1,4014.31,0.2,Net Banking
ORD-0000211,2026-07-20,CUST-02255,P0139,112,1,2672.75,0.5,Cash
ORD-0000212,2025-10-02,CUST-01450,P0148,112,3,2085.47,0.05,Net Banking
ORD-0000213,2026-05-04,CUST-00684,P0129,108,1,278.44,0.0,Debit Card
ORD-0000214,2026-04-08,CUST-01223,P0030,110,4,1974.6,0.05,UPI
ORD-0000215,2026-05-17,CUST-01289,P0125,104,3,1156.3,0.2,Credit Card
ORD-0000216,2025-08-21,CUST-01843,P0036,111,3,2042.17,0.0,Credit Card
ORD-0000217,2026-06-25,CUST-01799,P0065,108,1,3593.16,0.1,Credit Card
ORD-0000218,2025-10-13,CUST-01898,P0034,107,5,1302.29,0.0,UPI
ORD-0000219,2026-07-20,CUST-01211,P0096,101,1,4556.02,0.5,Net Banking
ORD-0000220,2026-04-13,CUST-00320,P0076,106,3,2802.87,0.0,Net Banking
ORD-0000221,2026-06-29,CUST-00278,P0091,106,1,4617.73,0.0,UPI
ORD-0000222,2025-11-22,CUST-00598,P0144,105,1,2596.58,0.15,Debit Card
ORD-0000223,2026-02-09,CUST-00099,P0115,107,1,3103.34,0.1,Debit Card
ORD-0000224,2025-12-01,CUST-01168,P0095,101,3,2969.54,0.5,Net Banking
ORD-0000225,2026-06-06,CUST-01776,P0132,101,2,2785.15,0.2,Cash
ORD-0000226,2026-02-24,CUST-00276,P0040,107,1,3599.93,0.2,Debit Card
ORD-0000227,2026-01-24,CUST-00590,P0037,104,1,1981.06,0.1,UPI
ORD-0000228,2026-03-30,CUST-00181,P0078,101,5,1053.02,0.15,Net Banking
ORD-0000229,2025-11-20,CUST-00622,P0110,109,2,4953.09,0.05,UPI
ORD-0000230,2025-12-06,CUST-00670,P0010,105,2,3956.36,0.05,Credit Card
ORD-0000231,2025-12-14,,P0127,102,1,2352.07,0.5,Cash
ORD-0000232,2026-04-09,CUST-02982,P0096,108,5,1364.61,0.15,Debit Card
ORD-0000233,2025-11-08,CUST-02587,P0084,109,1,3441.59,0.2,Cash
ORD-0000234,2026-05-19,CUST-02796,P0072,110,3,1301.95,0.2,Net Banking
ORD-0000235,2026-05-07,CUST-01980,P0070,106,4,1572.79,0.5,Net Banking
ORD-0000236,2025-12-30,CUST-00211,P0077,105,1,825.06,0.05,Credit Card
ORD-0000237,2025-11-09,CUST-01019,P0119,103,4,3517.17,0.15,Net Banking
ORD-0000238,2026-02-01,CUST-00064,P0103,107,2,1565.51,0.05,Cash
ORD-0000239,2026-04-24,CUST-01971,P0017,106,4,378.82,0.1,Net Banking
ORD-0000240,2026-04-04,CUST-00631,P0107,108,5,1735.55,0.1,Debit Card
ORD-0000241,2025-11-05,CUST-00966,P0125,108,4,2042.09,0.05,Net Banking
ORD-0000242,2026-07-28,CUST-00964,P0074,104,2,907.98,0.0,Debit Card
ORD-0000243,2026-01-01,CUST-02431,P0097,102,1,503.32,0.2,Credit Card
ORD-0000244,2026-02-28,,P0110,108,4,4678.43,0.2,Credit Card
ORD-0000245,2025-10-31,CUST-00211,P0001,108,1,754.07,0.5,Debit Card
ORD-0000246,2026-06-13,CUST-02781,P0092,111,2,298.11,0.5,Debit Card
ORD-0000247,2025-12-23,CUST-00410,P0010,110,1,293.62,0.0,Credit Card
ORD-0000248,2026-02-08,CUST-00697,P0101,108,1,3007.51,0.15,Cash
ORD-0000249,2025-09-09,CUST-00294,P0073,103,1,3070.22,0.05,Cash
ORD-0000250,2026-06-08,CUST-00394,P0128,110,1,1490.12,0.1,Debit Card
ORD-0000251,2026-03-14,CUST-02724,P0042,112,1,2317.29,0.5,Debit Card
ORD-0000252,2025-09-25,CUST-01203,P0103,107,3,1252.11,0.5,Debit Card
ORD-0000253,2025-12-09,CUST-02729,P0084,104,1,828.73,0.0,UPI
ORD-0000254,2026-05-28,CUST-00241,P0031,103,1,2299.71,0.0,UPI
ORD-0000255,2026-06-02,CUST-01158,P0086,112,1,1272.34,0.1,Net Banking
ORD-0000256,2025-08-28,CUST-00503,P0142,112,2,4693.44,0.05,Net Banking
ORD-0000257,2025-09-06,CUST-02688,P0009,106,1,1038.29,0.0,UPI
ORD-0000258,2026-01-06,CUST-01033,P0100,103,3,2371.17,0.5,Debit Card
ORD-0000259,2026-03-11,CUST-01842,P0035,106,2,3566.18,0.15,Cash
ORD-0000260,2025-08-22,CUST-02867,P0048,101,3,904.48,0.05,UPI
ORD-0000261,2025-12-17,CUST-01995,P0086,103,1,787.67,0.15,Net Banking
ORD-0000262,2026-07-29,CUST-01139,P0052,112,1,288.4,0.0,Debit Card
ORD-0000263,2025-09-20,CUST-02914,P0088,110,1,113.41,0.1,Cash
ORD-0000264,2025-08-25,CUST-00827,P0055,103,1,3327.46,0.2,Cash
ORD-0000265,2026-03-18,CUST-01121,P0136,107,4,4968.79,0.15,Cash
ORD-0000266,2025-12-09,CUST-00806,P0112,112,3,2329.27,0.2,Cash
ORD-0000267,2025-10-18,CUST-01189,P0138,108,1,1729.77,0.1,UPI
ORD-0000268,2025-12-19,CUST-01944,P0107,108,4,3082.93,0.05,Debit Card
ORD-0000269,2026-03-03,CUST-02421,P0058,108,1,4468.41,0.5,Credit Card
ORD-0000270,2026-02-13,CUST-02738,P0149,105,1,121.0,0.05,Credit Card
ORD-0000271,2026-05-08,CUST-01841,P0062,107,1,334.04,0.0,Debit Card
ORD-0000272,2025-10-05,CUST-02193,P0140,107,1,4355.88,0.2,Debit Card
ORD-0000273,2025-08-31,CUST-02459,P0014,108,10,1145.73,0.15,Debit Card
ORD-0000274,2026-08-17,CUST-00475,P0061,107,2,1710.08,0.15,Credit Card
ORD-0000275,2025-11-30,,P0110,102,1,1303.42,0.1,UPI
ORD-0000276,2026-02-28,CUST-00532,P0067,103,2,3391.87,0.1,Net Banking
ORD-0000277,2026-02-03,CUST-00836,P0042,106,1,4665.53,0.05,Cash
ORD-0000278,2025-10-09,CUST-02833,P0141,111,1,4915.79,0.5,UPI
ORD-0000279,2026-04-28,CUST-00982,P0017,105,5,655.52,0.1,UPI
ORD-0000280,2026-03-08,CUST-02050,P0137,108,2,2458.09,0.15,UPI
ORD-0000281,2026-05-31,,P0024,106,1,4052.35,0.15,Debit Card
ORD-0000282,2025-10-09,CUST-02971,P0005,110,3,3987.22,0.0,UPI
ORD-0000283,2026-01-13,CUST-00665,P0038,106,1,4094.57,0.15,Net Banking
ORD-0000284,2026-04-25,CUST-02587,P0090,101,1,2007.46,0.2,UPI
ORD-0000285,2025-12-20,CUST-02099,P0104,104,1,3143.27,0.1,Cash
ORD-0000286,2025-11-04,CUST-02857,P0018,112,1,3319.43,0.5,Net Banking
ORD-0000287,2026-04-30,CUST-02284,P0118,107,1,1907.47,0.5,UPI
ORD-0000288,2026-01-26,CUST-01856,P0049,101,2,183.89,0.15,Debit Card
ORD-0000289,2026-04-10,CUST-02658,P0087,107,2,136.45,0.05,Net Banking
ORD-0000290,2026-07-04,CUST-00350,P0035,102,2,2850.92,0.0,Credit Card
ORD-0000291,2026-02-06,CUST-01940,P0127,109,10,3656.93,0.1,Cash
ORD-0000292,2025-12-20,CUST-00134,P0082,104,1,4128.61,0.05,UPI
ORD-0000293,2026-02-09,CUST-00225,P0077,111,5,770.91,0.05,Net Banking
ORD-0000294,2026-02-16,CUST-00627,P0072,106,3,4908.42,0.5,Debit Card
ORD-0000295,2025-08-21,CUST-00308,P0128,105,2,2093.67,0.0,Debit Card
ORD-0000296,2026-07-01,CUST-01343,P0048,112,1,773.38,0.15,Cash
ORD-0000297,2026-07-21,CUST-00411,P0093,102,1,1394.58,0.1,UPI
ORD-0000298,2026-01-21,CUST-00749,P0148,104,2,486.31,0.0,Debit Card
ORD-0000299,2026-06-09,CUST-02254,P0139,102,3,2789.79,0.15,Cash
ORD-0000300,2026-03-23,CUST-01218,P0142,111,1,4487.1,0.2,UPI
ORD-0000301,2026-04-05,CUST-01278,P0108,102,2,1418.34,0.0,UPI
ORD-0000302,2026-07-24,CUST-00387,P0002,102,4,308.37,0.2,Net Banking
ORD-0000303,2025-12-21,CUST-02220,P0028,105,1,4704.32,0.5,Credit Card
ORD-0000304,2026-01-04,CUST-00336,P0086,103,1,4599.0,0.2,UPI
ORD-0000305,2025-12-21,CUST-02584,P0005,108,1,3569.99,0.05,Cash
ORD-0000306,2026-08-09,CUST-00978,P0105,101,2,4387.86,0.15,Credit Card
ORD-0000307,2026-06-06,CUST-02018,P0141,104,1,1133.94,0.2,Credit Card
ORD-0000308,2025-11-23,CUST-02162,P0075,106,1,4871.24,0.1,Cash
ORD-0000309,2026-07-21,CUST-01179,P0069,104,2,4458.88,0.2,Debit Card
ORD-0000310,2026-03-08,CUST-02656,P0128,101,5,2087.17,0.05,Debit Card
ORD-0000311,2026-03-18,CUST-02832,P0033,110,1,3240.02,0.0,Credit Card
ORD-0000312,2025-11-14,CUST-00543,P0011,104,10,3749.91,0.2,Net Banking
ORD-0000313,2026-03-10,,P0056,105,5,2915.42,0.15,UPI
ORD-0000314,2026-01-10,CUST-02852,P0004,107,1,1111.03,0.0,UPI
ORD-0000315,2026-05-05,CUST-01511,P0084,107,1,2642.44,0.05,Credit Card
ORD-0000316,2025-08-22,CUST-02602,P0038,104,1,1021.2,0.15,Credit Card
ORD-0000317,2026-05-30,CUST-02007,P0126,105,1,1335.35,0.1,Credit Card
